Clinic:	Radiotherapie UMC Utrecht
Address:	Heidelberglaan 100, Utrecht
Telephone:	030-2507209
Email:	radiotherapy@azu.nl

Beam Description:

Radiation device	U03
Energy	18 MeV Electron
Wedge:	 0 °
Gantry	0 °(0°up, CW)
Collimator	0 °
SSD, SAD [cm]:	100	100
Applicator:	tubus 20x20
Field size [cm x cm]:	21 x 21
Field position inline (min, max) [cm]:	-10.5	10.5
Field position crossline (min, max) [cm]:	-10.5	10.5
Medium:	Water

CurveType: 	Depth Dose

Curve Description:

Measurement Time:	2005-08-23 16:19:53
Modification Time:	2005-08-23 16:19:53
Operator:	
Measurement comment:	
Setup comment:	
Renormalise factor:	-
Curve offset [cm]:	-

Detector
Quantity:	Relative Dose
Detector Type:	diode	Single Diode	Offset to P eff [cm]: 0,05

Electrometer
Electrometer type:	CU500E
Measurement mode:	Continuous
Reference division:	-
Reference (avg, min, max):	1136	1120	1152
Measurements per point:	-
Sampling time [ms]:	0
HV type:	-
Normalisation value, field and reference:	59	7
Dark current, field and reference:	-41	11
High voltage, field and reference [V]:	0	0
Gain, field and reference:	56	49
Range, field and reference:	LOW	LOW

Servo
Servo type:	Blue 48 48 41
Scan Speed [mm/s]:	1,8
Water surface correction [cm]:	8,7
Water offset correction [cm]:	0
Origin [X, Y, Z] [cm]:	1,19	-1,62	2,64
Servo axis [I, C, D]:	-Y	X	-Z
Isocentre [I, C, D] [cm]:	0	0	0
Normalisation [I, C, D] [cm]:	0	-0,01	2,49

Position A [I, C, D] [cm]:	-1,62	-1,19	2,7
Position B [I, C, D] [cm]:	-1,62	-1,19	2,7
Position C [I, C, D] [cm]:	-1,62	-1,19	2,7
Position D [I, C, D] [cm]:	-1,62	-1,19	2,7
Number Of Points:	405
Start Point [I,C,D] [cm]:	0	0	12
End Point [I,C,D] [cm]:	0	0	-0,5
Points [cm]:	Inline	Crossline	Depth	Relative Dose
	0	0	-0,49	1986,4
	0	0	-0,48	1981,3
	0	0	-0,45	1977,9
	0	0	-0,42	1971,1
	0	0	-0,39	1967,7
	0	0	-0,36	1969,4
	0	0	-0,33	1967,7
	0	0	-0,3	1976,2
	0	0	-0,27	1964,4
	0	0	-0,24	1957,6
	0	0	-0,21	1955,9
	0	0	-0,18	1966,1
	0	0	-0,15	1957,6
	0	0	-0,11	1961
	0	0	-0,08	1962,7
	0	0	-0,05	1952,5
	0	0	-0,02	1944
	0	0	0,01	1949,1
	0	0	0,04	1935,5
	0	0	0,07	1955,9
	0	0	0,1	1950,8
	0	0	0,13	1967,7
	0	0	0,16	1984,7
	0	0	0,2	1993,2
	0	0	0,23	2000
	0	0	0,26	2010,1
	0	0	0,29	2033,8
	0	0	0,32	2033,8
	0	0	0,35	2016,9
	0	0	0,38	2032,2
	0	0	0,41	2033,8
	0	0	0,44	2045,7
	0	0	0,47	2044
	0	0	0,5	2050,8
	0	0	0,53	2061
	0	0	0,56	2050,8
	0	0	0,6	2062,7
	0	0	0,63	2061
	0	0	0,66	2067,7
	0	0	0,69	2079,6
	0	0	0,72	2079,6
	0	0	0,75	2066,1
	0	0	0,78	2083
	0	0	0,81	2088,1
	0	0	0,84	2091,5
	0	0	0,87	2105
	0	0	0,9	2086,4
	0	0	0,93	2098,3
	0	0	0,96	2100
	0	0	0,99	2101,6
	0	0	1,02	2105
	0	0	1,05	2118,6
	0	0	1,08	2100
	0	0	1,11	2103,3
	0	0	1,14	2116,9
	0	0	1,18	2113,5
	0	0	1,21	2115,2
	0	0	1,24	2120,3
	0	0	1,27	2115,2
	0	0	1,31	2120,3
	0	0	1,34	2125,4
